county,candidate,party,votes,votesm
Bennett,Ted Cruz,Republican,30,0.03
Bon Homme,Donald Trump,Republican,343,0.343
Bon Homme,John Kasich,Republican,71,0.071
Bon Homme,Ted Cruz,Republican,94,0.094
Brookings,Donald Trump,Republican,915,0.915
Brookings,John Kasich,Republican,375,0.375
Brookings,Ted Cruz,Republican,319,0.319
Brown,Donald Trump,Republican,1407,1.407
Brown,John Kasich,Republican,371,0.371
Brown,Ted Cruz,Republican,397,0.397
Brule,Donald Trump,Republican,245,0.245
Brule,John Kasich,Republican,58,0.058
Brule,Ted Cruz,Republican,61,0.061
Buffalo,Donald Trump,Republican,37,0.037
Buffalo,John Kasich,Republican,5,0.005
Buffalo,Ted Cruz,Republican,6,0.006
Butte,Donald Trump,Republican,1074,1.074
Butte,John Kasich,Republican,191,0.191
Butte,Ted Cruz,Republican,246,0.246
Campbell,Donald Trump,Republican,355,0.355
Campbell,John Kasich,Republican,43,0.043
Campbell,Ted Cruz,Republican,52,0.052
Charles Mix,Donald Trump,Republican,404,0.404
Charles Mix,John Kasich,Republican,58,0.058
Charles Mix,Ted Cruz,Republican,113,0.113
Clark,Donald Trump,Republican,179,0.179
Clark,John Kasich,Republican,53,0.053
Clark,Ted Cruz,Republican,50,0.05
Clay,Donald Trump,Republican,320,0.32
Clay,John Kasich,Republican,143,0.143
Clay,Ted Cruz,Republican,102,0.102
Codington,Donald Trump,Republican,1473,1.473
Codington,John Kasich,Republican,381,0.381
Codington,Ted Cruz,Republican,336,0.336
Corson,Donald Trump,Republican,126,0.126
Corson,John Kasich,Republican,15,0.015
Corson,Ted Cruz,Republican,37,0.037
Custer,Donald Trump,Republican,1068,1.068
Custer,John Kasich,Republican,195,0.195
Custer,Ted Cruz,Republican,226,0.226
Davison,Donald Trump,Republican,808,0.808
Davison,John Kasich,Republican,214,0.214
Davison,Ted Cruz,Republican,163,0.163
Day,Donald Trump,Republican,249,0.249
Day,John Kasich,Republican,46,0.046
Day,Ted Cruz,Republican,48,0.048
Deuel,Donald Trump,Republican,141,0.141
Deuel,John Kasich,Republican,60,0.06
Deuel,Ted Cruz,Republican,59,0.059
Dewey,Donald Trump,Republican,178,0.178
Dewey,John Kasich,Republican,22,0.022
Dewey,Ted Cruz,Republican,32,0.032
Douglas,Donald Trump,Republican,262,0.262
Douglas,John Kasich,Republican,68,0.068
Douglas,Ted Cruz,Republican,82,0.082
Edmunds,Donald Trump,Republican,426,0.426
Edmunds,John Kasich,Republican,58,0.058
Edmunds,Ted Cruz,Republican,75,0.075
Fall River,Donald Trump,Republican,923,0.923
Fall River,John Kasich,Republican,168,0.168
Fall River,Ted Cruz,Republican,211,0.211
Faulk,Donald Trump,Republican,216,0.216
Faulk,John Kasich,Republican,26,0.026
Faulk,Ted Cruz,Republican,53,0.053
Grant,Donald Trump,Republican,850,0.85
Grant,John Kasich,Republican,211,0.211
Grant,Ted Cruz,Republican,188,0.188
Gregory,Donald Trump,Republican,341,0.341
Gregory,John Kasich,Republican,41,0.041
Gregory,Ted Cruz,Republican,60,0.06
Haakon,Donald Trump,Republican,397,0.397
Haakon,John Kasich,Republican,39,0.039
Haakon,Ted Cruz,Republican,58,0.058
Hamlin,Donald Trump,Republican,489,0.489
Hamlin,John Kasich,Republican,119,0.119
Hamlin,Ted Cruz,Republican,196,0.196
Hand,Donald Trump,Republican,385,0.385
Hand,John Kasich,Republican,77,0.077
Hand,Ted Cruz,Republican,93,0.093
Hanson,Donald Trump,Republican,305,0.305
Hanson,John Kasich,Republican,43,0.043
Hanson,Ted Cruz,Republican,63,0.063
Harding,Donald Trump,Republican,298,0.298
Harding,John Kasich,Republican,31,0.031
Harding,Ted Cruz,Republican,56,0.056
Hughes,Donald Trump,Republican,1606,1.606
Hughes,John Kasich,Republican,601,0.601
Hughes,Ted Cruz,Republican,355,0.355
Hutchinson,Donald Trump,Republican,622,0.622
Hutchinson,John Kasich,Republican,150,0.15
Hutchinson,Ted Cruz,Republican,194,0.194
Hyde,Donald Trump,Republican,96,0.096
Hyde,John Kasich,Republican,15,0.015
Hyde,Ted Cruz,Republican,21,0.021
Jackson,Donald Trump,Republican,153,0.153
Jackson,John Kasich,Republican,32,0.032
Jackson,Ted Cruz,Republican,26,0.026
Jerauld,Donald Trump,Republican,90,0.09
Jerauld,John Kasich,Republican,30,0.03
Jerauld,Ted Cruz,Republican,31,0.031
Jones,Donald Trump,Republican,175,0.175
Jones,John Kasich,Republican,28,0.028
Jones,Ted Cruz,Republican,33,0.033
Kingsbury,Donald Trump,Republican,421,0.421
Kingsbury,John Kasich,Republican,117,0.117
Kingsbury,Ted Cruz,Republican,100,0.1
Lake,Donald Trump,Republican,619,0.619
Lake,John Kasich,Republican,171,0.171
Lake,Ted Cruz,Republican,156,0.156
Lawrence,Donald Trump,Republican,1801,1.801
Lawrence,John Kasich,Republican,453,0.453
Lawrence,Ted Cruz,Republican,372,0.372
Lincoln,Donald Trump,Republican,1760,1.76
Lincoln,John Kasich,Republican,523,0.523
Lincoln,Ted Cruz,Republican,587,0.587
Lyman,Donald Trump,Republican,432,0.432
Lyman,John Kasich,Republican,75,0.075
Lyman,Ted Cruz,Republican,73,0.073
Marshall,Donald Trump,Republican,163,0.163
Marshall,John Kasich,Republican,60,0.06
Marshall,Ted Cruz,Republican,42,0.042
McCook,Donald Trump,Republican,320,0.32
McCook,John Kasich,Republican,80,0.08
McCook,Ted Cruz,Republican,101,0.101
McPherson,Donald Trump,Republican,340,0.34
McPherson,John Kasich,Republican,74,0.074
McPherson,Ted Cruz,Republican,90,0.09
Meade,Donald Trump,Republican,2204,2.204
Meade,John Kasich,Republican,426,0.426
Meade,Ted Cruz,Republican,498,0.498
Mellette,Donald Trump,Republican,87,0.087
Mellette,John Kasich,Republican,12,0.012
Mellette,Ted Cruz,Republican,8,0.008
Miner,Donald Trump,Republican,98,0.098
Miner,John Kasich,Republican,26,0.026
Miner,Ted Cruz,Republican,29,0.029
Minnehaha,Donald Trump,Republican,5206,5.206
Minnehaha,John Kasich,Republican,1598,1.598
Minnehaha,Ted Cruz,Republican,1701,1.701
Moody,Donald Trump,Republican,196,0.196
Moody,John Kasich,Republican,52,0.052
Moody,Ted Cruz,Republican,72,0.072
Oglala Lakota,Donald Trump,Republican,48,0.048
Oglala Lakota,John Kasich,Republican,17,0.017
Oglala Lakota,Ted Cruz,Republican,11,0.011
Pennington,Donald Trump,Republican,8162,8.162
Pennington,John Kasich,Republican,1800,1.8
Pennington,Ted Cruz,Republican,1929,1.929
Perkins,Donald Trump,Republican,441,0.441
Perkins,John Kasich,Republican,62,0.062
Perkins,Ted Cruz,Republican,108,0.108
Potter,Donald Trump,Republican,579,0.579
Potter,John Kasich,Republican,69,0.069
Potter,Ted Cruz,Republican,108,0.108
Roberts,Donald Trump,Republican,286,0.286
Roberts,John Kasich,Republican,53,0.053
Roberts,Ted Cruz,Republican,61,0.061
Sanborn,Donald Trump,Republican,122,0.122
Sanborn,John Kasich,Republican,16,0.016
Sanborn,Ted Cruz,Republican,28,0.028
Spink,Donald Trump,Republican,302,0.302
Spink,John Kasich,Republican,63,0.063
Spink,Ted Cruz,Republican,82,0.082
Stanley,Donald Trump,Republican,352,0.352
Stanley,John Kasich,Republican,83,0.083
Stanley,Ted Cruz,Republican,45,0.045
Sully,Donald Trump,Republican,133,0.133
Sully,John Kasich,Republican,23,0.023
Sully,Ted Cruz,Republican,43,0.043
Todd,Donald Trump,Republican,90,0.09
Todd,John Kasich,Republican,26,0.026
Todd,Ted Cruz,Republican,54,0.054
Tripp,Donald Trump,Republican,452,0.452
Tripp,John Kasich,Republican,55,0.055
Tripp,Ted Cruz,Republican,74,0.074
Turner,Donald Trump,Republican,384,0.384
Turner,John Kasich,Republican,76,0.076
Turner,Ted Cruz,Republican,110,0.11
Union,Donald Trump,Republican,644,0.644
Union,John Kasich,Republican,140,0.14
Union,Ted Cruz,Republican,161,0.161
Walworth,Donald Trump,Republican,774,0.774
Walworth,John Kasich,Republican,112,0.112
Walworth,Ted Cruz,Republican,142,0.142
Yankton,Donald Trump,Republican,646,0.646
Yankton,John Kasich,Republican,184,0.184
Yankton,Ted Cruz,Republican,186,0.186
Ziebach,Donald Trump,Republican,79,0.079
Ziebach,John Kasich,Republican,11,0.011
Ziebach,Ted Cruz,Republican,25,0.025
Anderson,Bernie Sanders,Democrat,1845,1.845
Anderson,Hillary Clinton,Democrat,2328,2.328
Bedford,Bernie Sanders,Democrat,523,0.523
Bedford,Hillary Clinton,Democrat,1208,1.208
Benton,Bernie Sanders,Democrat,287,0.287
Benton,Hillary Clinton,Democrat,560,0.56
Bledsoe,Bernie Sanders,Democrat,215,0.215
Bledsoe,Hillary Clinton,Democrat,398,0.398
Blount,Bernie Sanders,Democrat,2362,2.362
Blount,Hillary Clinton,Democrat,2736,2.736
Bradley,Bernie Sanders,Democrat,1302,1.302
Bradley,Hillary Clinton,Democrat,1644,1.644
Campbell,Bernie Sanders,Democrat,302,0.302
Campbell,Hillary Clinton,Democrat,656,0.656
Cannon,Bernie Sanders,Democrat,218,0.218
Cannon,Hillary Clinton,Democrat,439,0.439
Carroll,Bernie Sanders,Democrat,307,0.307
Carroll,Hillary Clinton,Democrat,721,0.721
Carter,Bernie Sanders,Democrat,828,0.828
Carter,Hillary Clinton,Democrat,774,0.774
Cheatham,Bernie Sanders,Democrat,801,0.801
Cheatham,Hillary Clinton,Democrat,1065,1.065
Chester,Bernie Sanders,Democrat,143,0.143
Chester,Hillary Clinton,Democrat,342,0.342
Claiborne,Bernie Sanders,Democrat,312,0.312
Claiborne,Hillary Clinton,Democrat,544,0.544
Clay,Bernie Sanders,Democrat,103,0.103
Clay,Hillary Clinton,Democrat,270,0.27
Cocke,Bernie Sanders,Democrat,361,0.361
Cocke,Hillary Clinton,Democrat,463,0.463
Coffee,Bernie Sanders,Democrat,831,0.831
Coffee,Hillary Clinton,Democrat,1503,1.503
Crockett,Bernie Sanders,Democrat,103,0.103
Crockett,Hillary Clinton,Democrat,424,0.424
Cumberland,Bernie Sanders,Democrat,888,0.888
Cumberland,Hillary Clinton,Democrat,1312,1.312
Davidson,Bernie Sanders,Democrat,22620,22.62
Davidson,Hillary Clinton,Democrat,43691,43.691
DeKalb,Bernie Sanders,Democrat,286,0.286
DeKalb,Hillary Clinton,Democrat,641,0.641
Decatur,Bernie Sanders,Democrat,131,0.131
Decatur,Hillary Clinton,Democrat,330,0.33
Dickson,Bernie Sanders,Democrat,696,0.696
Dickson,Hillary Clinton,Democrat,1497,1.497
Dyer,Bernie Sanders,Democrat,304,0.304
Dyer,Hillary Clinton,Democrat,822,0.822
Fayette,Bernie Sanders,Democrat,362,0.362
Fayette,Hillary Clinton,Democrat,2003,2.003
Fentress,Bernie Sanders,Democrat,191,0.191
Fentress,Hillary Clinton,Democrat,352,0.352
Franklin,Bernie Sanders,Democrat,809,0.809
Franklin,Hillary Clinton,Democrat,1590,1.59
Gibson,Bernie Sanders,Democrat,427,0.427
Gibson,Hillary Clinton,Democrat,1549,1.549
Giles,Bernie Sanders,Democrat,315,0.315
Giles,Hillary Clinton,Democrat,915,0.915
Grainger,Bernie Sanders,Democrat,164,0.164
Grainger,Hillary Clinton,Democrat,283,0.283
Greene,Bernie Sanders,Democrat,892,0.892
Greene,Hillary Clinton,Democrat,1079,1.079
Grundy,Bernie Sanders,Democrat,204,0.204
Grundy,Hillary Clinton,Democrat,445,0.445
Hamblen,Bernie Sanders,Democrat,682,0.682
Hamblen,Hillary Clinton,Democrat,951,0.951
Hamilton,Bernie Sanders,Democrat,8411,8.411
Hamilton,Hillary Clinton,Democrat,15598,15.598
Hancock,Bernie Sanders,Democrat,66,0.066
Hancock,Hillary Clinton,Democrat,80,0.08
Hardeman,Bernie Sanders,Democrat,225,0.225
Hardeman,Hillary Clinton,Democrat,1721,1.721
Hardin,Bernie Sanders,Democrat,229,0.229
Hardin,Hillary Clinton,Democrat,591,0.591
Hawkins,Bernie Sanders,Democrat,587,0.587
Hawkins,Hillary Clinton,Democrat,906,0.906
Haywood,Bernie Sanders,Democrat,143,0.143
Haywood,Hillary Clinton,Democrat,1197,1.197
Henderson,Bernie Sanders,Democrat,191,0.191
Henderson,Hillary Clinton,Democrat,443,0.443
Henry,Bernie Sanders,Democrat,434,0.434
Henry,Hillary Clinton,Democrat,957,0.957
Hickman,Bernie Sanders,Democrat,323,0.323
Hickman,Hillary Clinton,Democrat,543,0.543
Houston,Bernie Sanders,Democrat,141,0.141
Houston,Hillary Clinton,Democrat,320,0.32
Humphreys,Bernie Sanders,Democrat,332,0.332
Humphreys,Hillary Clinton,Democrat,737,0.737
Jackson,Bernie Sanders,Democrat,196,0.196
Jackson,Hillary Clinton,Democrat,407,0.407
Jefferson,Bernie Sanders,Democrat,592,0.592
Jefferson,Hillary Clinton,Democrat,735,0.735
Johnson,Bernie Sanders,Democrat,223,0.223
Johnson,Hillary Clinton,Democrat,245,0.245
Knox,Bernie Sanders,Democrat,12334,12.334
Knox,Hillary Clinton,Democrat,13137,13.137
Lake,Bernie Sanders,Democrat,47,0.047
Lake,Hillary Clinton,Democrat,186,0.186
Lauderdale,Bernie Sanders,Democrat,194,0.194
Lauderdale,Hillary Clinton,Democrat,1035,1.035
Lawrence,Bernie Sanders,Democrat,893,0.893
Lawrence,Hillary Clinton,Democrat,1332,1.332
Lewis,Bernie Sanders,Democrat,228,0.228
Lewis,Hillary Clinton,Democrat,232,0.232
Lincoln,Bernie Sanders,Democrat,328,0.328
Lincoln,Hillary Clinton,Democrat,728,0.728
Loudon,Bernie Sanders,Democrat,638,0.638
Loudon,Hillary Clinton,Democrat,1026,1.026
Macon,Bernie Sanders,Democrat,169,0.169
Macon,Hillary Clinton,Democrat,343,0.343
Madison,Bernie Sanders,Democrat,999,0.999
Madison,Hillary Clinton,Democrat,4351,4.351
Marion,Bernie Sanders,Democrat,559,0.559
Marion,Hillary Clinton,Democrat,1046,1.046
Marshall,Bernie Sanders,Democrat,384,0.384
Marshall,Hillary Clinton,Democrat,838,0.838
Maury,Bernie Sanders,Democrat,1305,1.305
Maury,Hillary Clinton,Democrat,2366,2.366
McMinn,Bernie Sanders,Democrat,619,0.619
McMinn,Hillary Clinton,Democrat,1027,1.027
McNairy,Bernie Sanders,Democrat,229,0.229
McNairy,Hillary Clinton,Democrat,719,0.719
Meigs,Bernie Sanders,Democrat,162,0.162
Meigs,Hillary Clinton,Democrat,354,0.354
Monroe,Bernie Sanders,Democrat,596,0.596
Monroe,Hillary Clinton,Democrat,1232,1.232
Montgomery,Bernie Sanders,Democrat,2833,2.833
Montgomery,Hillary Clinton,Democrat,5555,5.555
Moore,Bernie Sanders,Democrat,93,0.093
Moore,Hillary Clinton,Democrat,209,0.209
Morgan,Bernie Sanders,Democrat,225,0.225
Morgan,Hillary Clinton,Democrat,356,0.356
Obion,Bernie Sanders,Democrat,345,0.345
Obion,Hillary Clinton,Democrat,760,0.76
Overton,Bernie Sanders,Democrat,477,0.477
Overton,Hillary Clinton,Democrat,885,0.885
Perry,Bernie Sanders,Democrat,108,0.108
Perry,Hillary Clinton,Democrat,215,0.215
Pickett,Bernie Sanders,Democrat,64,0.064
Pickett,Hillary Clinton,Democrat,214,0.214
Polk,Bernie Sanders,Democrat,557,0.557
Polk,Hillary Clinton,Democrat,757,0.757
Putnam,Bernie Sanders,Democrat,1692,1.692
Putnam,Hillary Clinton,Democrat,1916,1.916
Rhea,Bernie Sanders,Democrat,331,0.331
Rhea,Hillary Clinton,Democrat,503,0.503
Roane,Bernie Sanders,Democrat,916,0.916
Roane,Hillary Clinton,Democrat,1454,1.454
Robertson,Bernie Sanders,Democrat,827,0.827
Robertson,Hillary Clinton,Democrat,1918,1.918
Rutherford,Bernie Sanders,Democrat,6016,6.016
Rutherford,Hillary Clinton,Democrat,8243,8.243
Scott,Bernie Sanders,Democrat,180,0.18
Scott,Hillary Clinton,Democrat,273,0.273
Sequatchie,Bernie Sanders,Democrat,206,0.206
Sequatchie,Hillary Clinton,Democrat,273,0.273
Sevier,Bernie Sanders,Democrat,1241,1.241
Sevier,Hillary Clinton,Democrat,1259,1.259
Shelby,Bernie Sanders,Democrat,15985,15.985
Shelby,Hillary Clinton,Democrat,66465,66.465
Smith,Bernie Sanders,Democrat,253,0.253
Smith,Hillary Clinton,Democrat,654,0.654
Stewart,Bernie Sanders,Democrat,244,0.244
Stewart,Hillary Clinton,Democrat,527,0.527
Sullivan,Bernie Sanders,Democrat,2153,2.153
Sullivan,Hillary Clinton,Democrat,2653,2.653
Sumner,Bernie Sanders,Democrat,2262,2.262
Sumner,Hillary Clinton,Democrat,4225,4.225
Tipton,Bernie Sanders,Democrat,574,0.574
Tipton,Hillary Clinton,Democrat,1454,1.454
Trousdale,Bernie Sanders,Democrat,113,0.113
Trousdale,Hillary Clinton,Democrat,321,0.321
Unicoi,Bernie Sanders,Democrat,272,0.272
Unicoi,Hillary Clinton,Democrat,244,0.244
Union,Bernie Sanders,Democrat,196,0.196
Union,Hillary Clinton,Democrat,316,0.316
Van Buren,Bernie Sanders,Democrat,96,0.096
Van Buren,Hillary Clinton,Democrat,242,0.242
Warren,Bernie Sanders,Democrat,671,0.671
Warren,Hillary Clinton,Democrat,1318,1.318
Washington,Bernie Sanders,Democrat,2833,2.833
Washington,Hillary Clinton,Democrat,2444,2.444
Wayne,Bernie Sanders,Democrat,113,0.113
Wayne,Hillary Clinton,Democrat,208,0.208
Weakley,Bernie Sanders,Democrat,452,0.452
Weakley,Hillary Clinton,Democrat,860,0.86
White,Bernie Sanders,Democrat,401,0.401
White,Hillary Clinton,Democrat,688,0.688
Williamson,Bernie Sanders,Democrat,3911,3.911
Williamson,Hillary Clinton,Democrat,6055,6.055
Wilson,Bernie Sanders,Democrat,2102,2.102
Wilson,Hillary Clinton,Democrat,3873,3.873
Anderson,Ben Carson,Republican,862,0.862
Anderson,Donald Trump,Republican,4298,4.298
Anderson,John Kasich,Republican,563,0.563
Anderson,Marco Rubio,Republican,2340,2.34
Anderson,Ted Cruz,Republican,2450,2.45
Bedford,Ben Carson,Republican,475,0.475
Bedford,Donald Trump,Republican,3081,3.081
Bedford,John Kasich,Republican,200,0.2
Bedford,Marco Rubio,Republican,821,0.821
Bedford,Ted Cruz,Republican,1654,1.654
Benton,Ben Carson,Republican,123,0.123
Benton,Donald Trump,Republican,1154,1.154
Benton,John Kasich,Republican,73,0.073
Benton,Marco Rubio,Republican,278,0.278
Benton,Ted Cruz,Republican,569,0.569
Bledsoe,Ben Carson,Republican,166,0.166
Bledsoe,Donald Trump,Republican,1009,1.009
Bledsoe,John Kasich,Republican,56,0.056
Bledsoe,Marco Rubio,Republican,285,0.285
Bledsoe,Ted Cruz,Republican,487,0.487
Blount,Ben Carson,Republican,1729,1.729
Blount,Donald Trump,Republican,8009,8.009
Blount,John Kasich,Republican,1170,1.17
Blount,Marco Rubio,Republican,5067,5.067
Blount,Ted Cruz,Republican,4721,4.721
Bradley,Ben Carson,Republican,1719,1.719
Bradley,Donald Trump,Republican,6103,6.103
Bradley,John Kasich,Republican,790,0.79
Bradley,Marco Rubio,Republican,4066,4.066
Bradley,Ted Cruz,Republican,3625,3.625
Campbell,Ben Carson,Republican,289,0.289
Campbell,Donald Trump,Republican,2198,2.198
Campbell,John Kasich,Republican,146,0.146
Campbell,Marco Rubio,Republican,705,0.705
Campbell,Ted Cruz,Republican,831,0.831
Cannon,Ben Carson,Republican,159,0.159
Cannon,Donald Trump,Republican,1244,1.244
Cannon,John Kasich,Republican,50,0.05
Cannon,Marco Rubio,Republican,195,0.195
Cannon,Ted Cruz,Republican,657,0.657
Carroll,Ben Carson,Republican,313,0.313
Carroll,Donald Trump,Republican,1579,1.579
Carroll,John Kasich,Republican,146,0.146
Carroll,Marco Rubio,Republican,573,0.573
Carroll,Ted Cruz,Republican,967,0.967
Carter,Ben Carson,Republican,699,0.699
Carter,Donald Trump,Republican,4266,4.266
Carter,John Kasich,Republican,314,0.314
Carter,Marco Rubio,Republican,1757,1.757
Carter,Ted Cruz,Republican,2352,2.352
Cheatham,Ben Carson,Republican,419,0.419
Cheatham,Donald Trump,Republican,2530,2.53
Cheatham,John Kasich,Republican,211,0.211
Cheatham,Marco Rubio,Republican,848,0.848
Cheatham,Ted Cruz,Republican,1624,1.624
Chester,Ben Carson,Republican,319,0.319
Chester,Donald Trump,Republican,1023,1.023
Chester,John Kasich,Republican,63,0.063
Chester,Marco Rubio,Republican,379,0.379
Chester,Ted Cruz,Republican,651,0.651
Claiborne,Ben Carson,Republican,200,0.2
Claiborne,Donald Trump,Republican,2022,2.022
Claiborne,John Kasich,Republican,118,0.118
Claiborne,Marco Rubio,Republican,540,0.54
Claiborne,Ted Cruz,Republican,802,0.802
Clay,Ben Carson,Republican,66,0.066
Clay,Donald Trump,Republican,600,0.6
Clay,John Kasich,Republican,37,0.037
Clay,Marco Rubio,Republican,146,0.146
Clay,Ted Cruz,Republican,180,0.18
Cocke,Ben Carson,Republican,355,0.355
Cocke,Donald Trump,Republican,3200,3.2
Cocke,John Kasich,Republican,207,0.207
Cocke,Marco Rubio,Republican,765,0.765
Cocke,Ted Cruz,Republican,1296,1.296
Coffee,Ben Carson,Republican,702,0.702
Coffee,Donald Trump,Republican,3516,3.516
Coffee,John Kasich,Republican,391,0.391
Coffee,Marco Rubio,Republican,1307,1.307
Coffee,Ted Cruz,Republican,2194,2.194
Crockett,Ben Carson,Republican,189,0.189
Crockett,Donald Trump,Republican,995,0.995
Crockett,John Kasich,Republican,54,0.054
Crockett,Marco Rubio,Republican,275,0.275
Crockett,Ted Cruz,Republican,538,0.538
Cumberland,Ben Carson,Republican,791,0.791
Cumberland,Donald Trump,Republican,5152,5.152
Cumberland,John Kasich,Republican,667,0.667
Cumberland,Marco Rubio,Republican,1972,1.972
Cumberland,Ted Cruz,Republican,3064,3.064
Davidson,Ben Carson,Republican,3627,3.627
Davidson,Donald Trump,Republican,17082,17.082
Davidson,John Kasich,Republican,4865,4.865
Davidson,Marco Rubio,Republican,16161,16.161
Davidson,Ted Cruz,Republican,12115,12.115
DeKalb,Ben Carson,Republican,175,0.175
DeKalb,Donald Trump,Republican,1240,1.24
DeKalb,John Kasich,Republican,88,0.088
DeKalb,Marco Rubio,Republican,344,0.344
DeKalb,Ted Cruz,Republican,600,0.6
Decatur,Ben Carson,Republican,110,0.11
Decatur,Donald Trump,Republican,842,0.842
Decatur,John Kasich,Republican,46,0.046
Decatur,Marco Rubio,Republican,199,0.199
Decatur,Ted Cruz,Republican,367,0.367
Dickson,Ben Carson,Republican,520,0.52
Dickson,Donald Trump,Republican,2730,2.73
Dickson,John Kasich,Republican,198,0.198
Dickson,Marco Rubio,Republican,924,0.924
Dickson,Ted Cruz,Republican,1764,1.764
Dyer,Ben Carson,Republican,361,0.361
Dyer,Donald Trump,Republican,2400,2.4
Dyer,John Kasich,Republican,136,0.136
Dyer,Marco Rubio,Republican,812,0.812
Dyer,Ted Cruz,Republican,1268,1.268
Fayette,Ben Carson,Republican,430,0.43
Fayette,Donald Trump,Republican,2879,2.879
Fayette,John Kasich,Republican,210,0.21
Fayette,Marco Rubio,Republican,1121,1.121
Fayette,Ted Cruz,Republican,2520,2.52
Fentress,Ben Carson,Republican,147,0.147
